GB42164,XM_006557348.1
GB42164,XM_001122629.3
GB42164,XM_006557349.1
100578374,XR_119717.2
102655442,XR_407455.1
102655442,XR_407456.1
102655442,XR_407454.1
100629094,NR_039430.1
100628995,NR_039432.1
GB42161,XM_006557350.1
GB42161,XM_392167.5
GB42161,XM_006557351.1
102655614,XR_407458.1
102655614,XR_407457.1
100577807,XR_407469.1
100577807,XR_407468.1
100577807,XR_407470.1
102655886,XR_407467.1
102655860,XR_407466.1
102655832,XR_407465.1
100577848,XR_407463.1
100577848,XR_407460.1
100577848,XR_407461.1
100577848,XR_407462.1
100577848,XR_407464.1
100577848,XR_407459.1
GB42168,XM_006557352.1
GB42168,XM_624067.3
102656058,XM_006557353.1
GB42170,XM_006557407.1
GB42159,XM_006557355.1
GB42159,XM_006557354.1
GB42159,XM_394242.5
GB42159,XM_006557356.1
GB42172,XM_006557357.1
GB42173,XM_001122509.3
726609,XM_006557359.1
102656362,XM_006557358.1
GB42156,XR_407453.1
GB42156,NM_001204751.1
GB42155,XR_407471.1
GB42155,XM_001122476.3
GB42177,XM_003249062.2
102656769,XR_407472.1
100216325,NM_001141964.1
GB42152,XM_394245.5
GB42152,XM_006557360.1
GB42152,XM_006557361.1
102656879,XR_407473.1
GB42180,XM_006557408.1
102656897,XR_407474.1
GB42182,XM_006557375.1
102654047,XM_006557374.1
GB42150,XM_394247.5
GB42150,XM_006557369.1
GB42150,XM_006557370.1
GB42150,XM_006557373.1
GB42150,XM_006557371.1
GB42150,XM_006557372.1
100629100,NR_039462.1
GB42145,XM_006557368.1
GB42183,XM_003249064.2
726446,XM_001120565.3
GB42184,XM_006557362.1
GB42184,XM_006557367.1
GB42184,XM_003249065.2
GB42184,XM_006557365.1
GB42184,XM_006557363.1
GB42184,XM_006557364.1
GB42184,XM_006557366.1
102655546,XM_006557409.1
GB42186,XR_407475.1
GB42186,XM_394248.4
GB42188,XM_001122271.3
GB42188,XM_006557381.1
GB42188,XM_006557380.1
GB42188,XM_006557376.1
GB42188,XM_006557378.1
GB42188,XM_006557386.1
GB42188,XM_006557377.1
GB42188,XM_006557383.1
GB42188,XM_006557382.1
GB42188,XM_006557384.1
GB42188,XM_006557379.1
GB42188,XM_006557385.1
100315669,NR_034296.1
100315662,NR_034287.1
100315660,NR_034285.1
100315690,NR_034307.1
732505,NR_031522.1
732506,NR_031523.1
102655580,XM_006557410.1
GB42189,XM_394140.5
GB42189,XM_006557387.1
GB42143,XM_006557391.1
GB42143,XM_392109.4
GB42190,XM_006557389.1
GB42190,XM_006557390.1
GB42190,XM_394141.4
GB42190,XM_006557388.1
102655627,XM_006557411.1
GB42142,XM_006557396.1
GB42142,XM_006557395.1
GB42142,XM_006557394.1
GB42142,XM_001122182.3
GB42142,XM_006557393.1
GB42142,XM_006557392.1
102654836,XR_407476.1
GB42141,XM_392111.5
GB42192,XM_394142.5
GB42140,XM_006557399.1
GB42140,XM_006557400.1
GB42140,XM_006557398.1
GB42140,XM_006557403.1
GB42140,XM_006557401.1
GB42140,XM_006557402.1
GB42193,XM_006557397.1
GB42139,NM_001242554.1
GB42194,XR_407477.1
GB42138,XM_006557405.1
GB42138,XM_006557404.1
GB42138,XM_006557406.1
GB42138,XM_623949.4
GB42195,XM_623972.4
102654908,XM_006558624.1
GB47659,XM_001123008.3
GB47658,XM_392951.5
GB47754,XR_407970.1
GB47753,XM_001120146.3
GB47660,XM_006558619.1
GB47660,XM_006558618.1
GB47660,XM_395880.5
GB47752,XM_006558617.1
GB47661,XM_006558616.1
GB47751,XM_395143.5
GB47751,XM_006558615.1
GB47662,XM_396376.5
GB47749,XM_006558613.1
GB47749,XM_003249293.2
GB47749,XM_006558614.1
GB47663,XM_006558611.1
GB47663,XM_006558612.1
GB47666,XM_006558610.1
552184,XM_006558623.1
GB47748,NM_001214904.1
GB47747,XM_006558609.1
GB47746,XM_624443.3
GB47746,XM_006558608.1
GB47745,XM_001121025.3
GB47667,XM_395584.5
GB47744,XM_006558607.1
GB47668,XM_393487.5
GB47668,XM_006558606.1
GB47743,XM_397273.5
GB47743,XM_006558603.1
GB47742,XM_003249290.2
GB47742,XM_006558605.1
GB47742,XM_006558604.1
GB47741,XM_003249289.2
GB47741,XM_397274.5
GB47741,XM_006558601.1
GB47741,XM_006558602.1
GB47741,XM_006558600.1
GB47741,XM_006558599.1
102654804,XM_006558622.1
102656756,XR_407969.1
GB47669,XM_393342.5
102656644,XR_407968.1
102656644,XR_407965.1
102656644,XR_407964.1
102656644,XR_407967.1
102656644,XR_407966.1
GB47670,XM_006558596.1
GB47670,XM_003249288.2
GB47670,XM_006558597.1
GB47670,XM_006558598.1
GB47740,XM_001120937.3
102656467,XR_407963.1
102656449,XR_407962.1
GB47675,XM_006558586.1
GB47675,XM_395133.4
GB47675,XM_006558585.1
102655484,XR_407934.1
100578187,XR_119797.2
100578187,XR_407935.1
102655549,XR_407936.1
102655601,XR_407939.1
102655601,XR_407940.1
102655601,XR_407938.1
102655572,XR_407937.1
102655652,XR_407941.1
102655681,XR_407942.1
102655681,XR_407943.1
102655720,XR_407944.1
102655747,XR_407945.1
102655775,XR_407946.1
102655805,XR_407947.1
100578066,XR_407950.1
100578066,XR_407948.1
100578066,XR_407949.1
100578066,XR_407951.1
100578066,XR_407953.1
100578066,XR_407952.1
100578066,XR_407954.1
100578066,XR_407957.1
100578066,XM_006558589.1
100578066,XM_006558591.1
100578066,XM_006558590.1
100578066,XM_006558588.1
100578066,XM_006558593.1
100578066,XM_006558587.1
100578066,XM_006558592.1
102656241,XR_407958.1
102656241,XR_407959.1
102656290,XR_407960.1
100578066,XR_119794.2
100578066,XR_407956.1
102656323,XR_407961.1
100578066,XR_407955.1
GB47678,XM_393422.5
GB47678,XM_006558594.1
GB47678,XM_006558595.1
GB47679,XM_393421.4
GB47680,XM_006558583.1
GB47680,XM_006558584.1
GB47736,XM_003249286.2
724372,XM_006558582.1
724372,XM_006558581.1
GB47735,XM_623599.4
GB47734,XM_003249313.2
GB47734,XM_003249312.2
GB47683,XM_006558621.1
102655107,XM_006558578.1
GB47732,XM_001120426.3
GB47732,XM_006558579.1
GB47732,XM_006558580.1
GB47728,XM_397559.5
GB47728,XR_407924.1
GB47728,XR_407926.1
GB47728,XR_407925.1
GB47728,XR_407923.1
GB47728,XR_407922.1
GB47728,XM_006558576.1
GB47728,XM_006558577.1
102654998,XR_407928.1
102654998,XR_407929.1
102654998,XR_407931.1
102654998,XR_407927.1
102654998,XR_407932.1
102654998,XR_407933.1
102654998,XR_407930.1
102654719,XR_407919.1
102654719,XR_407920.1
GB47727,XM_003249311.2
102654789,XM_006558575.1
102654759,XR_407921.1
GB47687,XM_392166.5
GB47688,XM_003249310.2
GB47725,XM_003249309.2
GB47724,XM_006558573.1
GB47689,XM_006558574.1
GB47691,XM_006558558.1
GB47723,XM_003249306.2
GB47723,XM_006558559.1
GB47723,XM_006558561.1
GB47723,XM_006558560.1
GB47694,NM_001077823.2
100576852,XM_006558564.1
100576852,XM_006558568.1
100576852,XM_006558571.1
102654036,XM_006558562.1
GB47721,XM_006558563.1
GB47721,XM_003249304.2
100576852,XM_006558569.1
100576852,XM_006558566.1
100576852,XM_006558567.1
100576852,XM_006558570.1
100576852,XM_006558565.1
100576852,XM_006558572.1
GB47720,XM_006558557.1
GB47720,XM_003249303.2
GB47720,XM_006558556.1
GB47719,XM_006558620.1
GB47718,XM_006558554.1
GB47718,XM_006558553.1
GB47718,XM_006558552.1
GB47718,XM_003249302.2
GB47718,XM_006558555.1
102656689,XR_407905.1
102656689,XR_407911.1
102656689,XR_407906.1
102656689,XR_407907.1
102656689,XR_407909.1
102656689,XR_407908.1
102656689,XR_407910.1
102656689,XR_407903.1
102656689,XR_407904.1
102656689,XM_006558551.1
102653619,XR_407914.1
102653619,XR_407913.1
102653619,XR_407912.1
GB47701,XR_407916.1
GB47701,XR_407915.1
102653712,XR_407918.1
102653712,XR_407917.1
100576602,XR_407900.1
100576602,XR_407901.1
GB47705,XR_407902.1
GB47705,XM_006558550.1
GB47705,XM_003249301.2
102656528,XR_407899.1
725043,XM_006559886.1
102655497,XM_006559885.1
GB50375,XM_006559884.1
GB50374,XM_006559882.1
GB50331,XM_001120807.1
GB50332,XM_006559883.1
GB50373,XM_006559876.1
GB50373,XM_006559875.1
GB50373,XM_006559877.1
GB50373,XM_006559881.1
